variable,1 - 0,1,0,all_mean,categories,display_names,Count
age_84,-0.098105426,1.153191489,1.276821192,1.26017192,Demographic,people_age_84,479
females_NS_SeC_small_employers_own_account_workers,-0.098410765,5.212765957,5.773509934,5.697994269,Economic,females_NS_SeC_small_employers_own_account_workers,480
other_households_3_plus_adults_and_no_children,-0.100646768,14.31276596,15.89072848,15.6782235,Social,households_other_3_plus_adults_and_no_children,481
males_industry_construction,-0.102425662,9.019148936,10.03278146,9.896275072,Economic,males_industry_construction,482
age_21,-0.102803048,4.634042553,5.156953642,5.086532951,Demographic,people_age_21,483
females_ecominically_active,-0.103662733,69.08297872,76.95,75.89054441,Economic,females_ecominically_active,484
1_family_only_household_married_couple_2_plus_dependent_children,-0.103857108,49.14255319,54.75033113,53.99512894,Social,households_1_family_only_married_couple_2_plus_dependent_children,485
0_or_2_plus_adults_in_household,-0.104701652,142.3787234,158.7711921,156.5636103,Social,households_0_or_2_plus_adults_in,486
total_second_address,-0.104834428,19.24893617,21.46821192,21.16934097,Economic,people_total_second_address,487
age_58,-0.106086562,3.008510638,3.359933775,3.31260745,Demographic,people_age_58,488
males_industry_other,-0.106158763,2.661702128,2.972847682,2.930945559,Economic,males_industry_other,489
age_68,-0.109846356,2.557446809,2.867880795,2.826074499,Demographic,people_age_68,490
females_part_time_worked_15_hours_or_less,-0.111727702,10.21914894,11.48311258,11.31289398,Economic,females_part_time_worked_15_hours_or_less,491
people_industry_construction,-0.112997192,10.2,11.47748344,11.30544413,Economic,people_industry_construction,492
age_75_to_84,-0.11373266,15.26595745,17.19172185,16.93237822,Demographic,people_age_75_to_84,493
age_87,-0.114635831,0.865957447,0.97615894,0.961318052,Demographic,people_age_87,494
age_75_plus,-0.117982273,20.28085106,22.94569536,22.58681948,Demographic,people_age_75_plus,495
age_median,-0.120806865,35.68404255,40.49817881,39.84985673,Demographic,median_age,496
people_industry_other,-0.121618663,6.057446809,6.880794702,6.76991404,Economic,people_industry_other,497
other_household_3_plus_adults_and_no_children,-0.121812217,49.88723404,56.68013245,55.76532951,Social,households_other_3_plus_adults_and_no_children,498
age_60,-0.122407558,2.878723404,3.272847682,3.219770774,Demographic,people_age_60,499
age_55_to_64,-0.127262798,30.2787234,34.6089404,34.02578797,Demographic,people_age_55_to_64,500
age_83,-0.127568279,1.146808511,1.311258278,1.289111748,Demographic,people_age_83,501
age_61,-0.128605185,2.993617021,3.426821192,3.368481375,Demographic,people_age_61,502
age_35_to_54_youngest_dependent_child_age_5_to_10,-0.128856248,11.9893617,13.7281457,13.49398281,Social,people_age_35_to_54_youngest_dependent_child_age_5_to_10,503
nationality_Cornish_only,-0.129835174,0.110638298,0.126821192,0.124641834,Demographic,people_nationality_Cornish_only,504
age_74,-0.130056203,1.906382979,2.185761589,2.148137536,Demographic,people_age_74,505
age_75,-0.132756649,1.825531915,2.099337748,2.062464183,Demographic,people_age_75,506
age_79,-0.132996701,1.604255319,1.845364238,1.812893983,Demographic,people_age_79,507
nationality_Northern_Irish_only,-0.133230113,0.49787234,0.572847682,0.562750716,Demographic,people_nationality_Northern_Irish_only,508
females_industry_other,-0.133421866,3.395744681,3.90794702,3.838968481,Economic,females_industry_other,509
other_households_2_adults_and_1_or_2_children,-0.133646429,14.81276596,17.0513245,16.74985673,Social,households_other_2_adults_and_1_or_2_children,510
provides_1_to_19_hours_unpaid_care_per_week,-0.133662483,18.38510638,21.16390728,20.78968481,Social,people_provide_1_to_19_hours_unpaid_care_per_week,511
age_72,-0.133936955,2.063829787,2.376490066,2.334383954,Demographic,people_age_72,512
age_65_to_74,-0.13455854,22.72553191,26.18642384,25.72034384,Demographic,people_age_65_to_74,513
people_in_employment_self_employed,-0.135307806,18.71702128,21.58543046,21.1991404,Economic,people_in_employment_self_employed,514
age_85,-0.139933992,1.034042553,1.198675497,1.176504298,Demographic,people_age_85,515
age_73,-0.142774399,1.955319149,2.27384106,2.230945559,Demographic,people_age_73,516
age_78,-0.144435033,1.614893617,1.881456954,1.845558739,Demographic,people_age_78,517
age_80,-0.145577264,1.506382979,1.757284768,1.723495702,Demographic,people_age_80,518
other_household_2_adults_and_1_or_2_children,-0.151629943,51.60638298,60.61324503,59.40028653,Social,households_other_2_adults_and_1_or_2_children,519
males_employed,-0.153431269,69.07659574,81.29768212,79.65186246,Economic,males_employed,520
age_65,-0.155247739,2.540425532,2.99602649,2.934670487,Demographic,people_age_65,521
age_60_to_64,-0.155553224,15.19574468,17.92715232,17.55931232,Demographic,people_age_60_to_64,522
age_62,-0.156068447,2.993617021,3.533774834,3.461031519,Demographic,people_age_62,523
males_in_employment,-0.156237251,65.99787234,77.92119205,76.31547278,Economic,males_in_employment,524
nationality_Welsh_only,-0.156924985,3.976595745,4.698675497,4.601432665,Demographic,people_nationality_Welsh_only,525
household_private_rented,-0.157164327,20.88085106,24.67913907,24.16762178,Social,households_private_rented,526
age_63,-0.157941911,3.231914894,3.823178808,3.743553009,Demographic,people_age_63,527
second_address_outside_UK,-0.158148753,3.9,4.614569536,4.518338109,Economic,people_second_address_outside_UK,528
females_employed,-0.159414065,61.9893617,73.45264901,71.90888252,Economic,females_employed,529
people_in_employment,-0.159814007,124.1042553,147.1208609,144.0212034,Economic,people_in_employment,530
females_in_employment,-0.163845598,58.10638298,69.19966887,67.70573066,Economic,females_in_employment,531
religion_Jewish,-0.164257194,0.327659574,0.390397351,0.381948424,Demographic,people_religion_Jewish,532
household_private_rented_private_landlord_or_letting_agency,-0.164720746,19.16170213,22.84271523,22.3469914,Social,households_private_rented_private_landlord_or_letting_agency,533
age_25_to_34_no_dependent_children,-0.166761443,23.26170213,27.79503311,27.18452722,Social,people_age_25_to_34_no_dependent_children,534
married_couple_households_dependent_children,-0.171988779,17.10638298,20.56291391,20.0974212,Social,households_married_couple_dependent_children,535
age_77,-0.173043391,1.587234043,1.910264901,1.866762178,Demographic,people_age_77,536
households_4_cars_or_vans,-0.17610754,2.417021277,2.919205298,2.851575931,Social,households_4_cars_or_vans,537
age_66,-0.177418112,2.719148936,3.289072848,3.212320917,Demographic,people_age_66,538
people_highest_level_of_qualification_Level_3_qualifications,-0.178715512,30.33191489,36.74437086,35.88080229,Economic,people_highest_level_of_qualification_Level_3_qualifications,539
1_family_only_household_married_couple_all_children_not_dependent,-0.180072465,18.21489362,22.10033113,21.57707736,Social,households_1_family_only_married_couple_all_children_not_dependent,540
males_ecominically_inactive_retired,-0.18139716,10.6787234,12.97649007,12.66704871,Economic,males_ecominically_inactive_retired,541
1_family_only_households_married_couple_2_plus_dependent_children,-0.183191314,10.29787234,12.5397351,12.23782235,Social,people_1_family_only_households_married_couple_2_plus_dependent_children,542
females_industry_construction,-0.187238658,1.180851064,1.444701987,1.409169054,Economic,females_industry_construction,543
1_family_only_households_married_couple_all_children_not_dependent,-0.192237519,5.436170213,6.689735099,6.520916905,Social,people_1_family_only_households_married_couple_all_children_not_dependent,544
one_family_household_married_or_same_sex_civil_partnership_no_dependent_children,-0.192368373,5.438297872,6.693377483,6.524355301,Social,households_one_family_married_or_same_sex_civil_partnership_no_dependent_children,545
people_ecominically_inactive_retired,-0.193433306,24.3787234,30.04238411,29.27965616,Economic,people_ecominically_inactive_retired,546
males_full_time_worked_31_to_48_hours,-0.196666652,44.59787234,55.16754967,53.74412607,Economic,males_full_time_worked_31_to_48_hours,547
1_family_only_household_married_couple,-0.198410873,107.4851064,133.2317881,129.7644699,Social,households_1_family_only_married_couple,548
nationality_British_other,-0.198434503,29.22340426,36.22450331,35.28166189,Demographic,people_nationality_British_other,549
people_full_time_worked_31_to_48_hours,-0.198737484,72.42978723,89.81390728,87.47277937,Economic,people_full_time_worked_31_to_48_hours,550
females_full_time_worked_31_to_48_hours,-0.202037202,27.83191489,34.64635762,33.7286533,Economic,females_full_time_worked_31_to_48_hours,551
people_living_in_a_couple,-0.202235286,115.1851064,143.4208609,139.6183381,Social,people_living_in_a_couple,552
living_in_couple,-0.202235286,115.1851064,143.4208609,139.6183381,Social,people_living_in_couple,553
females_ecominically_inactive_retired,-0.202610821,13.7,17.06589404,16.61260745,Economic,females_ecominically_inactive_retired,554
age_67,-0.204576874,2.425531915,3.028476821,2.947277937,Demographic,people_age_67,555
age_64,-0.205140703,3.09787234,3.870529801,3.766475645,Demographic,people_age_64,556
nationality_English_British_only,-0.210215237,25.77021277,32.39205298,31.50028653,Demographic,people_nationality_English_British_only,557
one_family_household_married_or_same_sex_civil_partnership_dependent_children,-0.21312157,15.70212766,19.80529801,19.25272206,Social,households_one_family_married_or_same_sex_civil_partnership_dependent_children,558
married,-0.21592568,91.14468085,115.347351,112.0879656,Social,people_married,559
age_75_plus_2_plus_person_household,-0.216736706,10.37446809,13.14205298,12.76934097,Social,people_age_75_plus_2_plus_person_household,560
1_family_only_household_same_sex_civil_partnership_couple,-0.221866435,0.336170213,0.428476821,0.416045845,Social,households_1_family_only_same_sex_civil_partnership_couple,561
country_of_birth_Wales,-0.223573993,6.278723404,8.019205298,7.784813754,Demographic,people_country_of_birth_Wales,562
females_in_employment_full_time,-0.224039234,27.8106383,35.5397351,34.49885387,Economic,females_in_employment_full_time,563
people_in_employment_full_time,-0.224669025,72.08297872,92.18609272,89.47879656,Economic,people_in_employment_full_time,564
males_in_employment_full_time,-0.225064207,44.27234043,56.64635762,54.97994269,Economic,males_in_employment_full_time,565
age_97,-0.225141796,0.076595745,0.098013245,0.09512894,Demographic,people_age_97,566
age_of_HRP_65_plus_2_person_household_no_dependent_children,-0.225795513,13.56382979,17.37019868,16.85759312,Social,people_age_of_HRP_65_plus_2_person_household_no_dependent_children,567
other_households_2_adults_age_16_to_64_no_children,-0.227545966,20.38510638,26.16092715,25.38309456,Social,households_other_2_adults_age_16_to_64_no_children,568
other_household_2_adults_age_16_to_64_no_children,-0.227545966,40.77021277,52.3218543,50.76618911,Social,households_other_2_adults_age_16_to_64_no_children,569
cohabiting_couple_households_no_dependent_children,-0.230629182,7.959574468,10.25298013,9.944126074,Social,households_cohabiting_couple_no_dependent_children,570
nationality_Scottish_only,-0.231107002,1.676595745,2.160927152,2.095702006,Demographic,people_nationality_Scottish_only,571
nationality_Northern_Irish_other,-0.231504102,0.089361702,0.115231788,0.111747851,Demographic,people_nationality_Northern_Irish_other,572
nationality_Cornish_other,-0.232923649,0.042553191,0.054966887,0.053295129,Demographic,people_nationality_Cornish_other,573
males_full_time_worked_49_hours_plus,-0.233224205,11.02340426,14.24437086,13.81060172,Economic,males_full_time_worked_49_hours_plus,574
females_in_employment_self_employed,-0.233787375,5.127659574,6.630463576,6.428080229,Economic,females_in_employment_self_employed,575
same_sex_civil_partnership_couple_households_no_dependent_children,-0.235293135,0.15106383,0.195695364,0.189684814,Social,households_same_sex_civil_partnership_couple_no_dependent_children,576
males_NS_SeC_intermediate,-0.238560946,6.070212766,7.895033113,7.649283668,Economic,males_NS_SeC_intermediate,577
age_of_HRP_55_to_64_2_person_household_no_dependent_children,-0.240610809,10.19574468,13.29403974,12.87679083,Social,people_age_of_HRP_55_to_64_2_person_household_no_dependent_children,578
1_family_only_household_married_couple_1_dependent_child,-0.24277378,18.17021277,23.75463576,23.0025788,Social,households_1_family_only_married_couple_1_dependent_child,579
nationality_Irish_other_no_Northern_Irish,-0.2499252,0.125531915,0.165562914,0.16017192,Demographic,people_nationality_Irish_other_no_Northern_Irish,580
1_family_only_household_same_sex_civil_partnership_couple_all_children_not_dependent,-0.252349028,0.008510638,0.011258278,0.010888252,Social,households_1_family_only_same_sex_civil_partnership_couple_all_children_not_dependent,581
females_industry_manufacturing,-0.252349028,2.004255319,2.651324503,2.564183381,Economic,females_industry_manufacturing,582
age_55_to_64_2_plus_person_household_no_dependent_children,-0.252792348,19.61276596,25.9589404,25.10429799,Social,people_age_55_to_64_2_plus_person_household_no_dependent_children,583
1_family_only_households_same_sex_civil_partnership_couple,-0.253037504,0.146808511,0.194370861,0.187965616,Social,people_1_family_only_households_same_sex_civil_partnership_couple,584
living_in_married_or_registered_same_sex_civil_partnership_couple,-0.253130763,84.80851064,112.297351,108.5954155,Social,people_living_in_married_or_registered_same_sex_civil_partnership_couple,585
peope_living_in_a_couple_married,-0.253327676,84.45531915,111.8569536,108.1667622,Social,peope_living_in_a_couple_married,586
total_cars_or_vans_in_area,-0.255429625,125.6234043,166.8162252,161.2687679,Economic,total_cars_or_vans_in_area,587
people_full_time_worked_49_hours_plus,-0.255460459,13.99574468,18.58576159,17.96762178,Economic,people_full_time_worked_49_hours_plus,588
male_school_children_full_time_students_at_non_term_time_address,-0.255925525,1.408510638,1.871523179,1.809169054,Social,male_school_children_full_time_students_at_non_term_time_address,589
people_NS_SeC_intermediate,-0.2570717,22.94680851,30.53344371,29.51174785,Economic,people_NS_SeC_intermediate,590
one_family_household_married_or_same_sex_civil_partnership,-0.258549194,32.24255319,42.98145695,41.53524355,Social,households_one_family_married_or_same_sex_civil_partnership,591
1_family_only_households_married_couple,-0.258574251,32.09574468,42.78708609,41.34727794,Social,people_1_family_only_households_married_couple,592
age_65_to_74_2_plus_person_household_no_dependent_children,-0.260697375,14.6212766,19.54337748,18.88051576,Social,people_age_65_to_74_2_plus_person_household_no_dependent_children,593
males_occupation_administrative_secretarial,-0.263188389,3.153191489,4.22781457,4.083094556,Economic,males_occupation_administrative_secretarial,594
females_NS_SeC_intermediate,-0.263548281,16.87659574,22.6384106,21.86246418,Economic,females_NS_SeC_intermediate,595
other_household_1_adult_age_16_to_64_and_1_age_65_plus_and_no_children_or_2_adults_age_65_plus_and_no_children,-0.264369654,24.99148936,33.55827815,32.40458453,Social,households_other_1_adult_age_16_to_64_and_1_age_65_plus_and_no_children_or_2_adults_age_65_plus_and_no_children,596
other_households_1_adult_age_16_to_64_and_1_age_65_plus_and_no_children_or_2_adults_age_65_plus_and_no_children,-0.264369654,12.49574468,16.77913907,16.20229226,Social,households_other_1_adult_age_16_to_64_and_1_age_65_plus_and_no_children_or_2_adults_age_65_plus_and_no_children,597
1_family_only_households_married_couple_1_dependent_child,-0.266152842,5.382978723,7.244370861,6.993696275,Social,people_1_family_only_households_married_couple_1_dependent_child,598
age_16_to_24_no_dependent_children,-0.272733495,16.96595745,23.02251656,22.20687679,Social,people_age_16_to_24_no_dependent_children,599
country_of_birth_Northern_Ireland,-0.272757578,0.857446809,1.163576159,1.12234957,Demographic,people_country_of_birth_Northern_Ireland,600
school_children_full_time_students_at_non_term_time_address,-0.272807721,2.744680851,3.724834437,3.592836676,Social,school_children_full_time_students_at_non_term_time_address,601
student,-0.272807721,2.744680851,3.724834437,3.592836676,Demographic,student,602
people_highest_level_of_qualification_apprenticeship,-0.27941016,7.476595745,10.23178808,9.860744986,Economic,people_highest_level_of_qualification_apprenticeship,603
1_family_only_household_same_sex_civil_partnership_couple_no_children,-0.282458365,0.246808511,0.339072848,0.326647564,Social,households_1_family_only_same_sex_civil_partnership_couple_no_children,604
1_family_only_households_same_sex_civil_partnership_couple_no_children,-0.282458365,0.123404255,0.169536424,0.163323782,Social,people_1_family_only_households_same_sex_civil_partnership_couple_no_children,605
females_occupation_managers_directors_senior_officials,-0.286052459,4.14893617,5.72615894,5.513753582,Economic,females_occupation_managers_directors_senior_officials,606
female_school_children_full_time_students_at_non_term_time_address,-0.289931285,1.336170213,1.853311258,1.783667622,Social,female_school_children_full_time_students_at_non_term_time_address,607
nationality_Scottish_other,-0.291156618,0.289361702,0.401986755,0.386819484,Demographic,people_nationality_Scottish_other,608
country_of_birth_Scotland,-0.296132051,2.780851064,3.88807947,3.738968481,Demographic,people_country_of_birth_Scotland,609
people_industry_manufacturing,-0.297869125,8.712765957,12.20927152,11.73839542,Economic,people_industry_manufacturing,610
nationality_Welsh_other,-0.307113033,0.582978723,0.826821192,0.793982808,Demographic,people_nationality_Welsh_other,611
married_couple_households_no_dependent_children,-0.308650957,24.70638298,35.11092715,33.70974212,Social,households_married_couple_no_dependent_children,612
males_industry_manufacturing,-0.310591947,6.708510638,9.55794702,9.174212034,Economic,males_industry_manufacturing,613
males_industry_real_estate,-0.316052579,0.674468085,0.967880795,0.928366762,Economic,males_industry_real_estate,614
flat_maisonette_or_apartment_converted_or_shared_house_including_bed_sits,-0.322764894,7.529787234,10.90198675,10.447851,Environmental,flat_maisonette_or_apartment_converted_or_shared_house_including_bed_sits,615
people_occupation_administrative_secretarial,-0.322983011,13,18.82748344,18.04269341,Economic,people_occupation_administrative_secretarial,616
households_3_cars_or_vans,-0.323984731,5.474468085,7.939072848,7.607163324,Social,households_3_cars_or_vans,617
females_full_time_worked_49_hours_plus,-0.329334544,2.972340426,4.341390728,4.157020057,Economic,females_full_time_worked_49_hours_plus,618
females_industry_education,-0.33770889,7.580851064,11.19801325,10.71088825,Economic,females_industry_education,619
females_NS_SeC_lower_managerial_administrative_professional,-0.337854954,18.77446809,27.73807947,26.53094556,Economic,females_NS_SeC_lower_managerial_administrative_professional,620
1_family_only_household_cohabiting_couple_no_children,-0.339823181,11.30638298,16.74900662,16.01604585,Social,households_1_family_only_cohabiting_couple_no_children,621
1_family_only_households_cohabiting_couple_no_children,-0.339823181,5.653191489,8.374503311,8.008022923,Social,people_1_family_only_households_cohabiting_couple_no_children,622
one_family_household_cohabiting_couple_no_children,-0.339823181,5.653191489,8.374503311,8.008022923,Social,households_one_family_cohabiting_couple_no_children,623
females_occupation_administrative_secretarial,-0.34047256,9.846808511,14.59966887,13.95959885,Economic,females_occupation_administrative_secretarial,624
one_family_household_married_or_same_sex_civil_partnership_no_children,-0.341451774,11.10212766,16.48278146,15.75816619,Social,households_one_family_married_or_same_sex_civil_partnership_no_children,625
people_occupation_managers_directors_senior_officials,-0.341910709,10.86808511,16.14536424,15.43467049,Economic,people_occupation_managers_directors_senior_officials,626
1_family_only_households_married_couple_no_children,-0.342069608,10.9787234,16.31324503,15.59484241,Social,people_1_family_only_households_married_couple_no_children,627
1_family_only_household_married_couple_no_children,-0.342069608,21.95744681,32.62649007,31.18968481,Social,households_1_family_only_married_couple_no_children,628
people_industry_real_estate,-0.342487672,1.442553191,2.144701987,2.050143266,Economic,people_industry_real_estate,629
people_industry_education,-0.348608872,10.74680851,16.1115894,15.38911175,Economic,people_industry_education,630
females_industry_real_estate,-0.364364991,0.768085106,1.176821192,1.121776504,Economic,females_industry_real_estate,631
people_NS_SeC_lower_managerial_administrative_professional,-0.366342753,33.35744681,51.24966887,48.84011461,Economic,people_NS_SeC_lower_managerial_administrative_professional,632
females_industry_water supply_sewerage_waste_management_remediation,-0.372588102,0.206382979,0.31986755,0.304584527,Economic,females_industry_water supply_sewerage_waste_management_remediation,633
males_occupation_managers_directors_senior_officials,-0.37295508,6.719148936,10.4192053,9.920916905,Economic,males_occupation_managers_directors_senior_officials,634
males_industry_education,-0.373564605,3.165957447,4.913576159,4.678223496,Economic,males_industry_education,635
one_family_household_all_age_65_plus,-0.37654702,7.214893617,11.24470199,10.70200573,Social,households_one_family_all_age_65_plus,636
1_family_households_age_65_plus,-0.37654702,7.214893617,11.24470199,10.70200573,Social,people_1_family_households_age_65_plus,637
1_family_only_household_all_age_65_plus,-0.376578152,14.43191489,22.49370861,21.40802292,Social,households_1_family_only_all_age_65_plus,638
household_owned_mortgage_or_loan,-0.377995192,29.39361702,45.90496689,43.68137536,Social,households_owned_mortgage_or_loan,639
nationality_Irish_British_only,-0.390641913,0.04893617,0.07781457,0.073925501,Demographic,people_nationality_Irish_British_only,640
males_NS_SeC_lower_managerial_administrative_professional,-0.400221571,14.58297872,23.5115894,22.30916905,Economic,males_NS_SeC_lower_managerial_administrative_professional,641
age_of_HRP_35_less_2_person_household_no_dependent_children,-0.401810352,7.155319149,11.56291391,10.96934097,Social,people_age_of_HRP_35_less_2_person_household_no_dependent_children,642
females_occupation_associate_professional_technical,-0.410742683,5.506382979,9.015231788,8.54269341,Economic,females_occupation_associate_professional_technical,643
females_industry_financial_insurance,-0.411749633,2.772340426,4.545695364,4.306876791,Economic,females_industry_financial_insurance,644
household_owned,-0.415993661,53.68297872,88.57483444,83.87593123,Social,households_owned,645
females_industry_public_administration_defence,-0.422182203,2.785106383,4.637748344,4.388252149,Economic,females_industry_public_administration_defence,646
households_2_cars_or_vans,-0.423952034,22.04893617,36.81291391,34.82464183,Social,households_2_cars_or_vans,647
females_industry_information_communication,-0.430493229,1.331914894,2.245695364,2.122636103,Economic,females_industry_information_communication,648
house_or_bungalow_detached,-0.437403882,15.50851064,26.42317881,24.95329513,Environmental,house_or_bungalow_detached,649
people_highest_level_of_qualification_Level_4_qualifications_and_above,-0.437785685,47.5893617,81.12913907,76.61232092,Economic,people_highest_level_of_qualification_Level_4_qualifications_and_above,650
1_family_only_households_same_sex_civil_partnership_couple_all_children_not_dependent,-0.440532385,0.00212766,0.003642384,0.003438395,Social,people_1_family_only_households_same_sex_civil_partnership_couple_all_children_not_dependent,651
nationality_Welsh_British_only,-0.449536531,0.59787234,1.037748344,0.978510029,Demographic,people_nationality_Welsh_British_only,652
people_occupation_associate_professional_technical,-0.455296435,11.96808511,20.95960265,19.7487106,Economic,people_occupation_associate_professional_technical,653
people_industry_financial_insurance,-0.456897492,5.087234043,8.931456954,8.413753582,Economic,people_industry_financial_insurance,654
household_owned_outright,-0.457288442,24.2893617,42.66986755,40.19455587,Social,households_owned_outright,655
males_industry_electricity_gas_steam_air_conditioning_supply,-0.475040159,0.353191489,0.63807947,0.599713467,Economic,males_industry_electricity_gas_steam_air_conditioning_supply,656
people_industry_public_administration_defence,-0.476126015,5.642553191,10.2115894,9.596275072,Economic,people_industry_public_administration_defence,657
females_industry_professional_scientific_technical,-0.478181854,2.963829787,5.381456954,5.055873926,Economic,females_industry_professional_scientific_technical,658
people_industry_electricity_gas_steam_air_conditioning_supply,-0.479077423,0.417021277,0.758278146,0.712320917,Economic,people_industry_electricity_gas_steam_air_conditioning_supply,659
males_occupation_associate_professional_technical,-0.489261139,6.461702128,11.94437086,11.20601719,Economic,males_occupation_associate_professional_technical,660
people_industry_professional_scientific_technical,-0.497063018,6.29787234,11.7910596,11.0512894,Economic,people_industry_professional_scientific_technical,661
females_NS_SeC_large_employers_higher_managerial_administrative,-0.499986915,1.061702128,1.997350993,1.871346705,Economic,females_NS_SeC_large_employers_higher_managerial_administrative,662
females_industry_electricity_gas_steam_air_conditioning_supply,-0.500578677,0.063829787,0.120198675,0.11260745,Economic,females_industry_electricity_gas_steam_air_conditioning_supply,663
females_occupation_professional,-0.500661899,8.308510638,15.64801325,14.65959885,Economic,females_occupation_professional,664
males_industry_financial_insurance,-0.504243998,2.314893617,4.385761589,4.106876791,Economic,males_industry_financial_insurance,665
people_industry_information_communication,-0.507129182,4.00212766,7.618874172,7.131805158,Economic,people_industry_information_communication,666
males_industry_professional_scientific_technical,-0.512985315,3.334042553,6.409602649,5.995415473,Economic,males_industry_professional_scientific_technical,667
people_NS_SeC_large_employers_higher_managerial_administrative,-0.52117147,2.787234043,5.433112583,5.076790831,Economic,people_NS_SeC_large_employers_higher_managerial_administrative,668
males_industry_public_administration_defence,-0.521578782,2.857446809,5.57384106,5.208022923,Economic,males_industry_public_administration_defence,669
males_NS_SeC_large_employers_higher_managerial_administrative,-0.533539069,1.725531915,3.435761589,3.205444126,Economic,males_NS_SeC_large_employers_higher_managerial_administrative,670
males_industry_information_communication,-0.539603677,2.670212766,5.373178808,5.009169054,Economic,males_industry_information_communication,671
people_occupation_professional,-0.540493011,16.26170213,32.77384106,30.55014327,Economic,people_occupation_professional,672
nationality_Scottish_British_only,-0.546643516,0.257446809,0.524503311,0.488538682,Demographic,people_nationality_Scottish_British_only,673
females_industry_mining_quarrying,-0.566083723,0.019148936,0.040397351,0.037535817,Economic,females_industry_mining_quarrying,674
nationality_Northern_Irish_British_only,-0.570091091,0.061702128,0.131125828,0.121776504,Demographic,people_nationality_Northern_Irish_British_only,675
males_occupation_professional,-0.577238645,7.953191489,17.12582781,15.89054441,Economic,males_occupation_professional,676
females_NS_SeC_higher_managerial_administrative_professional,-0.585097891,4.710638298,10.29337748,9.541547278,Economic,females_NS_SeC_higher_managerial_administrative_professional,677
people_NS_SeC_higher_managerial_administrative_professional,-0.591922648,13.52553191,29.9384106,27.72808023,Economic,people_NS_SeC_higher_managerial_administrative_professional,678
males_NS_SeC_higher_managerial_administrative_professional,-0.595503251,8.814893617,19.64503311,18.18653295,Economic,males_NS_SeC_higher_managerial_administrative_professional,679
females_NS_SeC_higher_professional,-0.605862947,3.64893617,8.29602649,7.670200573,Economic,females_NS_SeC_higher_professional,680
people_NS_SeC_higher_professional,-0.607779977,10.73829787,24.50529801,22.6512894,Economic,people_NS_SeC_higher_professional,681
males_NS_SeC_higher_professional,-0.608761481,7.089361702,16.20927152,14.98108883,Economic,males_NS_SeC_higher_professional,682
people_industry_mining_quarrying,-0.64849987,0.080851064,0.200331126,0.184240688,Economic,people_industry_mining_quarrying,683
males_industry_mining_quarrying,-0.669586814,0.061702128,0.159933775,0.146704871,Economic,males_industry_mining_quarrying,684
other_households_all_full_time_student,-0.798574613,0.512765957,1.83807947,1.659598854,Social,people_other_households_all_full_time_student,685
other_household_types_all_students,-0.798574613,0.512765957,1.83807947,1.659598854,Social,households_other_types_all_students,686
multi_person_households_all_full_time_students,-0.800536192,0.5,1.802649007,1.62722063,Social,households_multi_person_all_full_time_students,687
other_household_all_full_time_student,-0.850251022,1.806382979,7.618543046,6.835816619,Social,households_other_all_full_time_student,688
medical_and_care_establishment_other_childrens_home_including_secure_units,-1.155629139,0,0.024834437,0.021489971,Environmental,medical_and_care_establishment_other_childrens_home_including_secure_units,689
medical_and_care_establishment_NHS_general_hospital,-1.155629139,0,0.003311258,0.00286533,Environmental,medical_and_care_establishment_NHS_general_hospital,690
nationality_Irish_Northern_Irish_British_only,-1.155629139,0,0.004304636,0.003724928,Demographic,people_nationality_Irish_Northern_Irish_British_only,691
communal_establishments_with_persons_sleeping_rough_identified,-1.155629139,0,0.000331126,0.000286533,Economic,communal_establishments_with_persons_sleeping_rough_identified,692
medical_and_care_establishment_NHS_other_hospital,-1.155629139,0,0.004635762,0.004011461,Environmental,medical_and_care_establishment_NHS_other_hospital,693
